81
    1.000000   .000000 0.0
     .998105   .000656 0.0
     .992735   .002712 0.0
     .984387   .006072 0.0
     .973434   .010465 0.0
     .960071   .015523 0.0
     .944288   .020916 0.0
     .925966   .026547 0.0
     .905161   .032475 0.0
     .882072   .038683 0.0
     .856884   .045099 0.0
     .829794   .051648 0.0
     .801008   .058240 0.0
     .770741   .064777 0.0
     .739215   .071138 0.0
     .706663   .077173 0.0
     .673195   .082684 0.0
     .638892   .087606 0.0
     .603962   .091903 0.0
     .568537   .095505 0.0
     .532761   .098415 0.0
     .496847   .100592 0.0
     .460955   .102010 0.0
     .425276   .102690 0.0
     .389995   .102599 0.0
     .355272   .101752 0.0
     .321306   .100174 0.0
     .288269   .097880 0.0
     .256330   .094905 0.0
     .225671   .091274 0.0
     .196447   .087021 0.0
     .168817   .082199 0.0
     .142926   .076839 0.0
     .118895   .070995 0.0
     .096866   .064730 0.0
     .076936   .058094 0.0
     .059198   .051170 0.0
     .043757   .043981 0.0
     .030622   .036590 0.0
     .019828   .029159 0.0
     .011416   .021706 0.0
     .005277   .014355 0.0
     .001496   .007410 0.0
     .000024   .000942 0.0
     .000588  -.004677 0.0
     .003930  -.008595 0.0
     .010772  -.011195 0.0
     .020868  -.013164 0.0
     .034086  -.014302 0.0
     .050504  -.014598 0.0
     .070145  -.014215 0.0
     .092915  -.013293 0.0
     .118637  -.011970 0.0
     .147117  -.010343 0.0
     .178147  -.008477 0.0
     .211498  -.006446 0.0
     .246927  -.004303 0.0
     .284172  -.002104 0.0
     .322960   .000114 0.0
     .363008   .002319 0.0
     .404014   .004498 0.0
     .445705   .006689 0.0
     .487849   .008933 0.0
     .530290   .011167 0.0
     .572862   .013270 0.0
     .615252   .015037 0.0
     .657041   .016351 0.0
     .697849   .017212 0.0
     .737347   .017604 0.0
     .775201   .017514 0.0
     .811085   .016945 0.0
     .844678   .015916 0.0
     .875671   .014467 0.0
     .903773   .012654 0.0
     .928712   .010558 0.0
     .950241   .008276 0.0
     .968141   .005908 0.0
     .982146   .003613 0.0
     .992088   .001700 0.0
     .998026   .000453 0.0
    1.000000   .000000 0.0
