97
1.00000     0.00000 0.0
0.99893     0.00080 0.0
0.99572     0.00112 0.0
0.99039     0.00167 0.0
0.98296     0.00229 0.0
0.97347     0.00314 0.0
0.96194     0.00422 0.0
0.94844     0.00564 0.0
0.93301     0.00746 0.0
0.91573     0.00976 0.0
0.89668     0.01260 0.0
0.87592     0.01602 0.0
0.85355     0.02003 0.0
0.82967     0.02455 0.0
0.80438     0.02941 0.0
0.77779     0.03434 0.0
0.75000     0.03903 0.0
0.72114     0.04330 0.0
0.69134     0.04707 0.0
0.66072     0.05032 0.0
0.62941     0.05308 0.0
0.59755     0.05538 0.0
0.56526     0.05725 0.0
0.53270     0.05870 0.0
0.50000     0.05975 0.0
0.46730     0.06036 0.0
0.43474     0.06055 0.0
0.40245     0.06032 0.0
0.37059     0.05971 0.0
0.33928     0.05871 0.0
0.30866     0.05738 0.0
0.27886     0.05573 0.0
0.25000     0.05380 0.0
0.22221     0.05160 0.0
0.19562     0.04913 0.0
0.17033     0.04640 0.0
0.14645     0.04344 0.0
0.12408     0.04027 0.0
0.10332     0.03690 0.0
0.08427     0.03335 0.0
0.06699     0.02966 0.0
0.05156     0.02585 0.0
0.03806     0.02196 0.0
0.02653     0.01807 0.0
0.01704     0.01427 0.0
0.00961     0.01060 0.0
0.00428     0.00706 0.0
0.00107     0.00354 0.0
0.00000     0.00000 0.0
0.00107     -0.00354 0.0
0.00428     -0.00706 0.0
0.00961     -0.01060 0.0
0.01704     -0.01427 0.0
0.02653     -0.01807 0.0
0.03806     -0.02196 0.0
0.05156     -0.02585 0.0
0.06699     -0.02966 0.0
0.08427     -0.03335 0.0
0.10332     -0.03690 0.0
0.12408     -0.04027 0.0
0.14645     -0.04344 0.0
0.17033     -0.04640 0.0
0.19562     -0.04913 0.0
0.22221     -0.05160 0.0
0.25000     -0.05380 0.0
0.27886     -0.05573 0.0
0.30866     -0.05738 0.0
0.33928     -0.05871 0.0
0.37059     -0.05971 0.0
0.40245     -0.06032 0.0
0.43474     -0.06055 0.0
0.46730     -0.06036 0.0
0.50000     -0.05975 0.0
0.53270     -0.05870 0.0
0.56526     -0.05725 0.0
0.59755     -0.05538 0.0
0.62941     -0.05308 0.0
0.66072     -0.05032 0.0
0.69134     -0.04707 0.0
0.72114     -0.04330 0.0
0.75000     -0.03903 0.0
0.77779     -0.03434 0.0
0.80438     -0.02941 0.0
0.82967     -0.02455 0.0
0.85355     -0.02003 0.0
0.87592     -0.01602 0.0
0.89668     -0.01260 0.0
0.91573     -0.00976 0.0
0.93301     -0.00746 0.0
0.94844     -0.00564 0.0
0.96194     -0.00422 0.0
0.97347     -0.00314 0.0
0.98296     -0.00229 0.0
0.99039     -0.00167 0.0
0.99572     -0.00112 0.0
0.99893     -0.00080 0.0
1.00000     0.00000 0.0
