49
1.00    0.0000 0.0
0.95    0.0044 0.0
0.90    0.0101 0.0
0.85    0.0168 0.0
0.80    0.0236 0.0
0.75    0.0305 0.0
0.70    0.0372 0.0
0.65    0.0430 0.0
0.60    0.0476 0.0
0.55    0.0501 0.0
0.50    0.0511 0.0
0.45    0.0510 0.0
0.40    0.0500 0.0
0.35    0.0482 0.0
0.30    0.0456 0.0
0.25    0.0424 0.0
0.20    0.0382 0.0
0.15    0.0331 0.0
0.10    0.0269 0.0
0.075   0.0230 0.0
0.050   0.0185 0.0
0.025   0.0127 0.0
0.010   0.0079 0.0
0.005   0.0055 0.0
0.000   0.0000 0.0
0.005   -0.0046 0.0
0.010   -0.0064 0.0
0.025   -0.0098 0.0
0.050   -0.0134 0.0
0.075   -0.0160 0.0
0.100   -0.0183 0.0
0.15    -0.0218 0.0
0.20    -0.0248 0.0
0.25    -0.0271 0.0
0.30    -0.0291 0.0
0.35    -0.0306 0.0
0.40    -0.0318 0.0
0.45    -0.0324 0.0
0.5 -0.0325 0.0
0.55    -0.0319 0.0
0.60    -0.0304 0.0
0.65    -0.0273 0.0
0.70    -0.0232 0.0
0.75    -0.0196 0.0
0.80    -0.0142 0.0
0.85    -0.0099 0.0
0.90    -0.0058 0.0
0.95    -0.0024 0.0
1.00    0.0000 0.0
